token_id,frequency,rock_count,rock_rate,avg_loss_before,avg_loss_after,avg_improvement,avg_teacher_entropy,avg_student_entropy_before,avg_student_entropy_after,rank_by_rate,rank_by_count,token_string
15862,35,12,0.34285714285714286,0.8569009151037591,0.7705549117624315,0.08634600334132758,1.5538783778336585,1.382036741638357,1.4765367185708165,109,2130,best
10000,35,12,0.34285714285714286,0.6632197274075768,0.7658845122853375,-0.10266478487776065,0.706712202333029,0.7493416979021333,0.6683002386925604,110,2131, rise
20823,35,12,0.34285714285714286,0.733211735529559,0.6901099475366729,0.04310178799288611,1.13922104707786,0.9601260219301496,1.066315968707204,111,2132,overflow
3397,36,12,0.3333333333333333,0.678794239492306,0.5616481821709676,0.11714605732133843,1.1310871348840557,0.9775717874142613,0.9967892323677966,120,2133,move
13014,37,12,0.32432432432432434,1.3066895188751153,1.183367295819964,0.12332222305515139,0.9250556853901897,1.183801615963111,1.1883029522928032,141,2134, tech
17976,37,12,0.32432432432432434,0.8998293281087713,0.8859429909603038,0.013886337148467431,1.053192156059269,1.1062634971412253,1.1197008699517617,143,2135, rounded
6946,37,12,0.32432432432432434,0.9272289703579577,0.9379369299519038,-0.010707959593946104,0.9985606466097465,0.9483135107523074,0.9258965744819273,144,2136, rock
28800,37,12,0.32432432432432434,0.8061390961394519,0.6599256490432733,0.14621344709617856,0.9263024757037291,0.8317544807717707,0.7493993847354038,145,2137, Regular
2692,39,12,0.3076923076923077,0.5951514681438994,0.5514732727637032,0.04367819538019624,0.8986995298030127,0.9247714628668029,0.874740323455008,184,2138, account
6033,39,12,0.3076923076923077,1.524457020307608,1.5445337678188618,-0.020076747511253767,0.6018230255928709,0.49807696301809995,0.500582874728372,185,2139,Red
4431,30,11,0.36666666666666664,1.234996562435602,1.2658705292618833,-0.030873966826281185,1.3319962942351897,1.2892563195278248,1.3907494889882703,71,2267,Order
29436,31,11,0.3548387096774194,1.0795346604239555,1.0020745355155198,0.07746012490843568,1.1473357601451777,1.3347233442529556,1.254960582621636,87,2268, optimize
144582,31,11,0.3548387096774194,1.0961661127118034,0.9266620373309706,0.16950407538083279,1.2054304542590775,1.2861379080699877,1.358207242540835,88,2269,👉
55980,31,11,0.3548387096774194,1.0951996570670857,1.093493385142797,0.001706271924288627,1.080815251015367,1.16326973073545,1.144495461060996,89,2270, greedy
8692,32,11,0.34375,0.34764865869436967,0.38569381671286074,-0.038045158018491065,0.6263797597498453,0.5872182244064845,0.6348762088387616,104,2271, processing
1866,32,11,0.34375,0.8909000745500664,0.794187370329027,0.09671270422103939,1.180698062089803,1.1320461725506057,1.2621257167600106,105,2272,true
10298,32,11,0.34375,0.8106421488962487,1.0939004050924872,-0.28325825619623846,0.8667635860781786,0.9248486302232863,0.8869357377879794,106,2273,DP
3565,34,11,0.3235294117647059,0.9664627102037872,0.9778057478984813,-0.011343037694694136,0.7029668370189884,0.662171912879892,0.7637351588928141,147,2274, details
27745,35,11,0.3142857142857143,0.629689969728601,0.6463983463414479,-0.016708376612846854,1.0142343582452409,1.3592191982634956,1.1708070839395597,167,2275, Strategy
11715,35,11,0.3142857142857143,0.759033262947096,0.7792742739710385,-0.02024101102394249,0.8358778687739427,0.8405150545466313,0.7424354811868398,168,2276, arms
26931,35,11,0.3142857142857143,0.672476527488517,0.739784182990697,-0.06730765550217999,0.573685245353547,0.5630312127457651,0.6068097082210671,169,2277, circular
6589,35,11,0.3142857142857143,0.43699855337776433,0.3680223204323608,0.0689762329454035,0.6428273333074945,0.8751933471397414,0.8091782746582924,170,2278, selection
6733,30,10,0.3333333333333333,0.5974636927097389,0.6764182468270491,-0.07895455411731023,0.41208288525537495,0.5436515445871959,0.4883317913401451,119,2403, library
20913,30,10,0.3333333333333333,0.5514995679880182,0.6196153440823158,-0.06811577609429753,1.2935284266869227,1.3520465781291326,1.2262155950069427,125,2404, connecting
48786,31,10,0.3225806451612903,0.4009255855689257,0.5286428059498576,-0.12771722038093186,0.5706150412076949,0.4129239574512241,0.45730655134379516,149,2405, flooded
7010,31,10,0.3225806451612903,0.817715880232776,0.8429474756448907,-0.025231595412114727,0.8266418234390233,1.0114887263797196,0.9827696473356252,150,2406, cool
5440,32,10,0.3125,0.7227555059589803,0.7126821825859064,0.010073323373073872,0.7657031973665105,0.864545069366498,0.9524783453458987,173,2407, technology
